,Game,ReleaseDate,Genre,TotalEarnings,OfflineEarnings,PercentOffline,TotalPlayers,TotalTournaments,Country,Date,Earnings,Players,Tournaments
2816,Diabotical,2020-01-01,First-Person Shooter,265072.09,25842.43,0.0974920822482669,399,388,,2022-06-01,6533.99,36.0,12.0
2817,Diabotical,2020-01-01,First-Person Shooter,265072.09,25842.43,0.0974920822482669,399,388,,2022-07-01,4960.28,34.0,15.0
2818,Diabotical,2020-01-01,First-Person Shooter,265072.09,25842.43,0.0974920822482669,399,388,,2022-08-01,3139.09,27.0,11.0
2819,Diabotical,2020-01-01,First-Person Shooter,265072.09,25842.43,0.0974920822482669,399,388,,2022-09-01,2507.4,16.0,9.0
2820,Diabotical,2020-01-01,First-Person Shooter,265072.09,25842.43,0.0974920822482669,399,388,,2022-10-01,4232.79,28.0,18.0
2821,Diabotical,2020-01-01,First-Person Shooter,265072.09,25842.43,0.0974920822482669,399,388,,2022-11-01,3135.0,26.0,13.0
2822,Diabotical,2020-01-01,First-Person Shooter,265072.09,25842.43,0.0974920822482669,399,388,,2022-12-01,13015.0,65.0,13.0
2823,Diabotical,2020-01-01,First-Person Shooter,265072.09,25842.43,0.0974920822482669,399,388,,2023-01-01,213.15,13.0,9.0
2824,Diabotical,2020-01-01,First-Person Shooter,265072.09,25842.43,0.0974920822482669,399,388,,2023-02-01,2713.97,10.0,5.0
2825,Doom (2016),2016-01-01,First-Person Shooter,7000.0,7000.0,1.0,6,1,,2017-08-01,7000.0,6.0,1.0
2826,Doom 3,2004-01-01,First-Person Shooter,257748.16,257748.16,1.0,14,4,,2004-08-01,60000.0,5.0,1.0
2827,Doom 3,2004-01-01,First-Person Shooter,257748.16,257748.16,1.0,14,4,,2004-10-01,120748.16,1.0,1.0
2828,Doom 3,2004-01-01,First-Person Shooter,257748.16,257748.16,1.0,14,4,,2004-12-01,27000.0,8.0,1.0
2829,Doom 3,2004-01-01,First-Person Shooter,257748.16,257748.16,1.0,14,4,,2005-08-01,50000.0,3.0,1.0
2830,Doom II: Hell on Earth,1994-01-01,First-Person Shooter,5108.56,2200.0,0.430649732997166,14,8,,2000-10-01,0.0,3.0,1.0
2831,Doom II: Hell on Earth,1994-01-01,First-Person Shooter,5108.56,2200.0,0.430649732997166,14,8,,2013-08-01,1000.0,1.0,1.0
2832,Doom II: Hell on Earth,1994-01-01,First-Person Shooter,5108.56,2200.0,0.430649732997166,14,8,,2019-07-01,1200.0,1.0,1.0
2833,Doom II: Hell on Earth,1994-01-01,First-Person Shooter,5108.56,2200.0,0.430649732997166,14,8,,2020-03-01,1500.0,4.0,1.0
2834,Doom II: Hell on Earth,1994-01-01,First-Person Shooter,5108.56,2200.0,0.430649732997166,14,8,,2020-08-01,980.0,5.0,2.0
2835,Doom II: Hell on Earth,1994-01-01,First-Person Shooter,5108.56,2200.0,0.430649732997166,14,8,,2021-03-01,428.56,4.0,2.0
2836,DOOMBRINGER,2017-01-01,First-Person Shooter,567.77,0.0,0.0,8,4,,2021-03-01,214.28,2.0,1.0
2837,DOOMBRINGER,2017-01-01,First-Person Shooter,567.77,0.0,0.0,8,4,,2021-05-01,153.49,2.0,1.0
2838,DOOMBRINGER,2017-01-01,First-Person Shooter,567.77,0.0,0.0,8,4,,2021-06-01,200.0,4.0,2.0
2839,Echo Combat,2018-01-01,First-Person Shooter,46800.0,46800.0,1.0,16,1,,2019-06-01,46800.0,16.0,1.0
2840,Enemy Territory: Quake Wars,2007-01-01,First-Person Shooter,60923.12,60923.12,1.0,27,4,,2007-08-01,50000.0,26.0,1.0
2841,Enemy Territory: Quake Wars,2007-01-01,First-Person Shooter,60923.12,60923.12,1.0,27,4,,2007-11-01,6273.0,0.0,1.0
2842,Enemy Territory: Quake Wars,2007-01-01,First-Person Shooter,60923.12,60923.12,1.0,27,4,,2008-03-01,4650.12,6.0,1.0
2843,Escape from Tarkov,2020-01-01,First-Person Shooter,114600.0,0.0,0.0,150,4,,2020-04-01,54600.0,96.0,2.0
2844,Escape from Tarkov,2020-01-01,First-Person Shooter,114600.0,0.0,0.0,150,4,,2020-11-01,60000.0,96.0,2.0
2845,EV.IO,2021-01-01,First-Person Shooter,0.0,0.0,0.906896378859052,0,0,,,,,
2846,Evolve,2015-01-01,First-Person Shooter,131509.05,126054.1,0.958520345177765,110,33,,2015-03-01,648.76,20.0,4.0
2847,Evolve,2015-01-01,First-Person Shooter,131509.05,126054.1,0.958520345177765,110,33,,2015-04-01,1027.65,31.0,5.0
2848,Evolve,2015-01-01,First-Person Shooter,131509.05,126054.1,0.958520345177765,110,33,,2015-05-01,16227.6,48.0,8.0
2849,Evolve,2015-01-01,First-Person Shooter,131509.05,126054.1,0.958520345177765,110,33,,2015-06-01,101066.21,39.0,6.0
2850,Evolve,2015-01-01,First-Person Shooter,131509.05,126054.1,0.958520345177765,110,33,,2015-07-01,660.28,26.0,4.0
2851,Evolve,2015-01-01,First-Person Shooter,131509.05,126054.1,0.958520345177765,110,33,,2015-08-01,824.45,30.0,5.0
2852,Evolve,2015-01-01,First-Person Shooter,131509.05,126054.1,0.958520345177765,110,33,,2015-10-01,11054.1,15.0,1.0
2853,F.E.A.R.,2005-01-01,First-Person Shooter,178000.0,178000.0,1.0,20,5,,2007-05-01,20000.0,7.0,1.0
2854,F.E.A.R.,2005-01-01,First-Person Shooter,178000.0,178000.0,1.0,20,5,,2007-06-01,20000.0,8.0,1.0
2855,F.E.A.R.,2005-01-01,First-Person Shooter,178000.0,178000.0,1.0,20,5,,2007-09-01,20000.0,8.0,1.0
2856,F.E.A.R.,2005-01-01,First-Person Shooter,178000.0,178000.0,1.0,20,5,,2008-01-01,18000.0,4.0,1.0
2857,F.E.A.R.,2005-01-01,First-Person Shooter,178000.0,178000.0,1.0,20,5,,2008-02-01,100000.0,8.0,1.0
2858,Ghost Recon Advanced Warfighter,2006-01-01,First-Person Shooter,24000.0,24000.0,1.0,0,2,,2006-07-01,8000.0,0.0,1.0
2859,Ghost Recon Advanced Warfighter,2006-01-01,First-Person Shooter,24000.0,24000.0,1.0,0,2,,2006-12-01,16000.0,0.0,1.0
2860,Gundam Versus,2017-01-01,First-Person Shooter,280.0,280.0,1.0,6,1,,2017-09-01,280.0,6.0,1.0
2861,Guns of Boom,2017-01-01,First-Person Shooter,198750.0,190000.0,0.955974842767296,8,21,,2018-07-01,31000.0,0.0,4.0
2862,Guns of Boom,2017-01-01,First-Person Shooter,198750.0,190000.0,0.955974842767296,8,21,,2018-08-01,1075.0,4.0,2.0
2863,Guns of Boom,2017-01-01,First-Person Shooter,198750.0,190000.0,0.955974842767296,8,21,,2018-09-01,700.0,4.0,1.0
2864,Guns of Boom,2017-01-01,First-Person Shooter,198750.0,190000.0,0.955974842767296,8,21,,2018-10-01,1175.0,4.0,3.0
2865,Guns of Boom,2017-01-01,First-Person Shooter,198750.0,190000.0,0.955974842767296,8,21,,2018-11-01,100000.0,4.0,1.0
2866,Guns of Boom,2017-01-01,First-Person Shooter,198750.0,190000.0,0.955974842767296,8,21,,2019-03-01,52700.0,8.0,4.0
2867,Guns of Boom,2017-01-01,First-Person Shooter,198750.0,190000.0,0.955974842767296,8,21,,2019-04-01,2100.0,4.0,2.0
2868,Guns of Boom,2017-01-01,First-Person Shooter,198750.0,190000.0,0.955974842767296,8,21,,2019-06-01,10000.0,4.0,1.0
2869,Halo 2,2004-01-01,First-Person Shooter,1626762.47,1489362.47,0.915537761330331,126,74,,2005-01-01,5000.0,8.0,2.0
2870,Halo 2,2004-01-01,First-Person Shooter,1626762.47,1489362.47,0.915537761330331,126,74,,2005-02-01,5000.0,12.0,2.0
2871,Halo 2,2004-01-01,First-Person Shooter,1626762.47,1489362.47,0.915537761330331,126,74,,2005-03-01,15000.0,15.0,5.0
2872,Halo 2,2004-01-01,First-Person Shooter,1626762.47,1489362.47,0.915537761330331,126,74,,2005-04-01,5000.0,12.0,2.0
2873,Halo 2,2004-01-01,First-Person Shooter,1626762.47,1489362.47,0.915537761330331,126,74,,2005-06-01,5450.0,16.0,3.0
2874,Halo 2,2004-01-01,First-Person Shooter,1626762.47,1489362.47,0.915537761330331,126,74,,2005-07-01,15900.0,19.0,5.0
2875,Halo 2,2004-01-01,First-Person Shooter,1626762.47,1489362.47,0.915537761330331,126,74,,2005-08-01,34000.0,32.0,9.0
2876,Halo 2,2004-01-01,First-Person Shooter,1626762.47,1489362.47,0.915537761330331,126,74,,2005-09-01,14500.0,18.0,3.0
2877,Halo 2,2004-01-01,First-Person Shooter,1626762.47,1489362.47,0.915537761330331,126,74,,2005-10-01,21000.0,32.0,2.0
2878,Halo 2,2004-01-01,First-Person Shooter,1626762.47,1489362.47,0.915537761330331,126,74,,2005-11-01,56000.0,31.0,3.0
2879,Halo 2,2004-01-01,First-Person Shooter,1626762.47,1489362.47,0.915537761330331,126,74,,2005-12-01,21000.0,32.0,2.0
2880,Halo 2,2004-01-01,First-Person Shooter,1626762.47,1489362.47,0.915537761330331,126,74,,2006-02-01,68750.0,32.0,2.0
2881,Halo 2,2004-01-01,First-Person Shooter,1626762.47,1489362.47,0.915537761330331,126,74,,2006-04-01,38975.0,26.0,2.0
2882,Halo 2,2004-01-01,First-Person Shooter,1626762.47,1489362.47,0.915537761330331,126,74,,2006-05-01,38975.0,16.0,2.0
2883,Halo 2,2004-01-01,First-Person Shooter,1626762.47,1489362.47,0.915537761330331,126,74,,2006-06-01,38975.0,27.0,2.0
2884,Halo 2,2004-01-01,First-Person Shooter,1626762.47,1489362.47,0.915537761330331,126,74,,2006-07-01,62975.0,32.0,4.0
2885,Halo 2,2004-01-01,First-Person Shooter,1626762.47,1489362.47,0.915537761330331,126,74,,2006-08-01,38975.0,28.0,2.0
2886,Halo 2,2004-01-01,First-Person Shooter,1626762.47,1489362.47,0.915537761330331,126,74,,2006-10-01,97425.0,32.0,2.0
2887,Halo 2,2004-01-01,First-Person Shooter,1626762.47,1489362.47,0.915537761330331,126,74,,2006-11-01,198000.0,13.0,2.0
2888,Halo 2,2004-01-01,First-Person Shooter,1626762.47,1489362.47,0.915537761330331,126,74,,2006-12-01,35000.0,12.0,1.0
2889,Halo 2,2004-01-01,First-Person Shooter,1626762.47,1489362.47,0.915537761330331,126,74,,2007-04-01,61400.0,34.0,2.0
2890,Halo 2,2004-01-01,First-Person Shooter,1626762.47,1489362.47,0.915537761330331,126,74,,2007-06-01,61600.0,30.0,2.0
2891,Halo 2,2004-01-01,First-Person Shooter,1626762.47,1489362.47,0.915537761330331,126,74,,2007-07-01,61600.0,27.0,2.0
2892,Halo 2,2004-01-01,First-Person Shooter,1626762.47,1489362.47,0.915537761330331,126,74,,2007-08-01,61600.0,27.0,2.0
2893,Halo 2,2004-01-01,First-Person Shooter,1626762.47,1489362.47,0.915537761330331,126,74,,2007-09-01,61600.0,28.0,2.0
2894,Halo 2,2004-01-01,First-Person Shooter,1626762.47,1489362.47,0.915537761330331,126,74,,2007-10-01,308000.0,36.0,2.0
2895,Halo 2,2004-01-01,First-Person Shooter,1626762.47,1489362.47,0.915537761330331,126,74,,2007-11-01,57662.47,32.0,2.0
2896,Halo 2,2004-01-01,First-Person Shooter,1626762.47,1489362.47,0.915537761330331,126,74,,2021-08-01,137400.0,16.0,3.0
2897,Halo 2 Anniversary,2014-01-01,First-Person Shooter,468705.05,468705.05,1.0,97,20,,2014-08-01,20000.0,27.0,2.0
2898,Halo 2 Anniversary,2014-01-01,First-Person Shooter,468705.05,468705.05,1.0,97,20,,2014-11-01,55037.6,44.0,3.0
2899,Halo 2 Anniversary,2014-01-01,First-Person Shooter,468705.05,468705.05,1.0,97,20,,2014-12-01,15000.0,16.0,2.0
2900,Halo 2 Anniversary,2014-01-01,First-Person Shooter,468705.05,468705.05,1.0,97,20,,2015-01-01,21000.0,32.0,3.0
2901,Halo 2 Anniversary,2014-01-01,First-Person Shooter,468705.05,468705.05,1.0,97,20,,2015-02-01,21385.0,16.0,2.0
2902,Halo 2 Anniversary,2014-01-01,First-Person Shooter,468705.05,468705.05,1.0,97,20,,2015-03-01,100000.0,32.0,1.0
2903,Halo 2 Anniversary,2014-01-01,First-Person Shooter,468705.05,468705.05,1.0,97,20,,2015-04-01,29478.8,40.0,2.0
2904,Halo 2 Anniversary,2014-01-01,First-Person Shooter,468705.05,468705.05,1.0,97,20,,2015-06-01,51148.17,32.0,2.0
2905,Halo 2 Anniversary,2014-01-01,First-Person Shooter,468705.05,468705.05,1.0,97,20,,2015-07-01,150000.0,32.0,1.0
2906,Halo 2 Anniversary,2014-01-01,First-Person Shooter,468705.05,468705.05,1.0,97,20,,2015-08-01,4617.07,16.0,1.0
2907,Halo 2 Anniversary,2014-01-01,First-Person Shooter,468705.05,468705.05,1.0,97,20,,2015-09-01,1038.41,12.0,1.0
2908,Halo 3,2007-01-01,First-Person Shooter,2318079.4,2161479.4,0.932444074176234,214,43,,2007-12-01,100000.0,16.0,1.0
2909,Halo 3,2007-01-01,First-Person Shooter,2318079.4,2161479.4,0.932444074176234,214,43,,2008-03-01,8924.67,14.0,3.0
2910,Halo 3,2007-01-01,First-Person Shooter,2318079.4,2161479.4,0.932444074176234,214,43,,2008-04-01,56000.0,32.0,1.0
2911,Halo 3,2007-01-01,First-Person Shooter,2318079.4,2161479.4,0.932444074176234,214,43,,2008-05-01,50000.0,1.0,1.0
2912,Halo 3,2007-01-01,First-Person Shooter,2318079.4,2161479.4,0.932444074176234,214,43,,2008-06-01,56000.0,32.0,1.0
2913,Halo 3,2007-01-01,First-Person Shooter,2318079.4,2161479.4,0.932444074176234,214,43,,2008-07-01,56000.0,32.0,1.0
2914,Halo 3,2007-01-01,First-Person Shooter,2318079.4,2161479.4,0.932444074176234,214,43,,2008-08-01,56000.0,32.0,1.0
2915,Halo 3,2007-01-01,First-Person Shooter,2318079.4,2161479.4,0.932444074176234,214,43,,2008-10-01,56000.0,32.0,1.0
2916,Halo 3,2007-01-01,First-Person Shooter,2318079.4,2161479.4,0.932444074176234,214,43,,2008-11-01,350000.0,44.0,2.0
2917,Halo 3,2007-01-01,First-Person Shooter,2318079.4,2161479.4,0.932444074176234,214,43,,2009-04-01,59708.89,48.0,2.0
2918,Halo 3,2007-01-01,First-Person Shooter,2318079.4,2161479.4,0.932444074176234,214,43,,2009-06-01,56000.0,32.0,1.0
2919,Halo 3,2007-01-01,First-Person Shooter,2318079.4,2161479.4,0.932444074176234,214,43,,2009-08-01,59461.82,44.0,2.0
2920,Halo 3,2007-01-01,First-Person Shooter,2318079.4,2161479.4,0.932444074176234,214,43,,2009-11-01,59730.0,48.0,2.0
2921,Halo 3,2007-01-01,First-Person Shooter,2318079.4,2161479.4,0.932444074176234,214,43,,2010-01-01,280000.0,32.0,1.0
2922,Halo 3,2007-01-01,First-Person Shooter,2318079.4,2161479.4,0.932444074176234,214,43,,2010-04-01,56000.0,32.0,1.0
2923,Halo 3,2007-01-01,First-Person Shooter,2318079.4,2161479.4,0.932444074176234,214,43,,2010-06-01,56000.0,32.0,1.0
2924,Halo 3,2007-01-01,First-Person Shooter,2318079.4,2161479.4,0.932444074176234,214,43,,2010-08-01,70113.79,65.0,3.0
2925,Halo 3,2007-01-01,First-Person Shooter,2318079.4,2161479.4,0.932444074176234,214,43,,2010-10-01,56000.0,32.0,1.0
2926,Halo 3,2007-01-01,First-Person Shooter,2318079.4,2161479.4,0.932444074176234,214,43,,2010-11-01,280000.0,32.0,1.0
2927,Halo 3,2007-01-01,First-Person Shooter,2318079.4,2161479.4,0.932444074176234,214,43,,2014-01-01,1476.18,0.0,1.0
2928,Halo 3,2007-01-01,First-Person Shooter,2318079.4,2161479.4,0.932444074176234,214,43,,2014-04-01,1679.15,12.0,1.0
2929,Halo 3,2007-01-01,First-Person Shooter,2318079.4,2161479.4,0.932444074176234,214,43,,2014-08-01,6984.9,14.0,2.0
2930,Halo 3,2007-01-01,First-Person Shooter,2318079.4,2161479.4,0.932444074176234,214,43,,2018-12-01,800.0,12.0,1.0
2931,Halo 3,2007-01-01,First-Person Shooter,2318079.4,2161479.4,0.932444074176234,214,43,,2019-01-01,29400.0,32.0,1.0
2932,Halo 3,2007-01-01,First-Person Shooter,2318079.4,2161479.4,0.932444074176234,214,43,,2019-03-01,120000.0,38.0,2.0
2933,Halo 3,2007-01-01,First-Person Shooter,2318079.4,2161479.4,0.932444074176234,214,43,,2019-06-01,50800.0,32.0,2.0
2934,Halo 3,2007-01-01,First-Person Shooter,2318079.4,2161479.4,0.932444074176234,214,43,,2019-07-01,10000.0,8.0,1.0
2935,Halo 3,2007-01-01,First-Person Shooter,2318079.4,2161479.4,0.932444074176234,214,43,,2019-08-01,25000.0,17.0,1.0
2936,Halo 3,2007-01-01,First-Person Shooter,2318079.4,2161479.4,0.932444074176234,214,43,,2019-09-01,50000.0,32.0,1.0
2937,Halo 3,2007-01-01,First-Person Shooter,2318079.4,2161479.4,0.932444074176234,214,43,,2019-11-01,50000.0,32.0,1.0
2938,Halo 3,2007-01-01,First-Person Shooter,2318079.4,2161479.4,0.932444074176234,214,43,,2021-11-01,150000.0,32.0,1.0
2939,Halo 4,2012-01-01,First-Person Shooter,430748.76,428498.76,0.994776537487885,66,19,,2012-11-01,40000.0,16.0,1.0
2940,Halo 4,2012-01-01,First-Person Shooter,430748.76,428498.76,0.994776537487885,66,19,,2013-01-01,9600.0,12.0,1.0
2941,Halo 4,2012-01-01,First-Person Shooter,430748.76,428498.76,0.994776537487885,66,19,,2013-02-01,2250.0,0.0,2.0
2942,Halo 4,2012-01-01,First-Person Shooter,430748.76,428498.76,0.994776537487885,66,19,,2013-04-01,10000.0,16.0,1.0
2943,Halo 4,2012-01-01,First-Person Shooter,430748.76,428498.76,0.994776537487885,66,19,,2013-05-01,3000.0,4.0,1.0
2944,Halo 4,2012-01-01,First-Person Shooter,430748.76,428498.76,0.994776537487885,66,19,,2013-06-01,28500.0,17.0,3.0
2945,Halo 4,2012-01-01,First-Person Shooter,430748.76,428498.76,0.994776537487885,66,19,,2013-07-01,10500.0,13.0,3.0
2946,Halo 4,2012-01-01,First-Person Shooter,430748.76,428498.76,0.994776537487885,66,19,,2013-08-01,4674.46,16.0,1.0
2947,Halo 4,2012-01-01,First-Person Shooter,430748.76,428498.76,0.994776537487885,66,19,,2013-09-01,300000.0,8.0,1.0
2948,Halo 4,2012-01-01,First-Person Shooter,430748.76,428498.76,0.994776537487885,66,19,,2013-12-01,3274.3,16.0,1.0
2949,Halo 4,2012-01-01,First-Person Shooter,430748.76,428498.76,0.994776537487885,66,19,,2014-07-01,18950.0,16.0,2.0
2950,Halo 5: Guardians,2015-01-01,First-Person Shooter,7161730.97,6783930.97,0.947247390109657,248,109,,2015-08-01,11524.0,8.0,1.0
2951,Halo 5: Guardians,2015-01-01,First-Person Shooter,7161730.97,6783930.97,0.947247390109657,248,109,,2015-11-01,10400.0,15.0,3.0
2952,Halo 5: Guardians,2015-01-01,First-Person Shooter,7161730.97,6783930.97,0.947247390109657,248,109,,2015-12-01,6566.94,21.0,3.0
2953,Halo 5: Guardians,2015-01-01,First-Person Shooter,7161730.97,6783930.97,0.947247390109657,248,109,,2016-01-01,85502.63,66.0,15.0
2954,Halo 5: Guardians,2015-01-01,First-Person Shooter,7161730.97,6783930.97,0.947247390109657,248,109,,2016-02-01,145000.0,80.0,4.0
2955,Halo 5: Guardians,2015-01-01,First-Person Shooter,7161730.97,6783930.97,0.947247390109657,248,109,,2016-03-01,2504265.8,75.0,2.0
2956,Halo 5: Guardians,2015-01-01,First-Person Shooter,7161730.97,6783930.97,0.947247390109657,248,109,,2016-05-01,7971.6,12.0,1.0
2957,Halo 5: Guardians,2015-01-01,First-Person Shooter,7161730.97,6783930.97,0.947247390109657,248,109,,2016-07-01,293000.0,49.0,3.0
2958,Halo 5: Guardians,2015-01-01,First-Person Shooter,7161730.97,6783930.97,0.947247390109657,248,109,,2016-10-01,53750.0,51.0,6.0
2959,Halo 5: Guardians,2015-01-01,First-Person Shooter,7161730.97,6783930.97,0.947247390109657,248,109,,2016-11-01,106000.0,37.0,3.0
2960,Halo 5: Guardians,2015-01-01,First-Person Shooter,7161730.97,6783930.97,0.947247390109657,248,109,,2016-12-01,217000.0,32.0,2.0
2961,Halo 5: Guardians,2015-01-01,First-Person Shooter,7161730.97,6783930.97,0.947247390109657,248,109,,2017-01-01,52000.0,45.0,3.0
2962,Halo 5: Guardians,2015-01-01,First-Person Shooter,7161730.97,6783930.97,0.947247390109657,248,109,,2017-02-01,46000.0,36.0,3.0
2963,Halo 5: Guardians,2015-01-01,First-Person Shooter,7161730.97,6783930.97,0.947247390109657,248,109,,2017-03-01,1050000.0,52.0,2.0
2964,Halo 5: Guardians,2015-01-01,First-Person Shooter,7161730.97,6783930.97,0.947247390109657,248,109,,2017-05-01,75000.0,51.0,1.0
2965,Halo 5: Guardians,2015-01-01,First-Person Shooter,7161730.97,6783930.97,0.947247390109657,248,109,,2017-06-01,50000.0,33.0,1.0
2966,Halo 5: Guardians,2015-01-01,First-Person Shooter,7161730.97,6783930.97,0.947247390109657,248,109,,2017-07-01,200000.0,64.0,1.0
2967,Halo 5: Guardians,2015-01-01,First-Person Shooter,7161730.97,6783930.97,0.947247390109657,248,109,,2017-09-01,75000.0,57.0,2.0
2968,Halo 5: Guardians,2015-01-01,First-Person Shooter,7161730.97,6783930.97,0.947247390109657,248,109,,2017-10-01,200000.0,63.0,1.0
2969,Halo 5: Guardians,2015-01-01,First-Person Shooter,7161730.97,6783930.97,0.947247390109657,248,109,,2018-01-01,11250.0,45.0,9.0
2970,Halo 5: Guardians,2015-01-01,First-Person Shooter,7161730.97,6783930.97,0.947247390109657,248,109,,2018-02-01,94500.0,68.0,11.0
2971,Halo 5: Guardians,2015-01-01,First-Person Shooter,7161730.97,6783930.97,0.947247390109657,248,109,,2018-03-01,113000.0,64.0,11.0
2972,Halo 5: Guardians,2015-01-01,First-Person Shooter,7161730.97,6783930.97,0.947247390109657,248,109,,2018-04-01,1000000.0,64.0,1.0
2973,Halo 5: Guardians,2015-01-01,First-Person Shooter,7161730.97,6783930.97,0.947247390109657,248,109,,2018-06-01,4000.0,12.0,2.0
2974,Halo 5: Guardians,2015-01-01,First-Person Shooter,7161730.97,6783930.97,0.947247390109657,248,109,,2018-07-01,256000.0,49.0,4.0
2975,Halo 5: Guardians,2015-01-01,First-Person Shooter,7161730.97,6783930.97,0.947247390109657,248,109,,2018-08-01,4000.0,8.0,2.0
2976,Halo 5: Guardians,2015-01-01,First-Person Shooter,7161730.97,6783930.97,0.947247390109657,248,109,,2018-09-01,139000.0,32.0,3.0
2977,Halo 5: Guardians,2015-01-01,First-Person Shooter,7161730.97,6783930.97,0.947247390109657,248,109,,2018-10-01,8000.0,19.0,4.0
2978,Halo 5: Guardians,2015-01-01,First-Person Shooter,7161730.97,6783930.97,0.947247390109657,248,109,,2018-11-01,304000.0,48.0,3.0
2979,Halo 5: Guardians,2015-01-01,First-Person Shooter,7161730.97,6783930.97,0.947247390109657,248,109,,2021-05-01,4000.0,4.0,1.0
2980,Halo 5: Guardians,2015-01-01,First-Person Shooter,7161730.97,6783930.97,0.947247390109657,248,109,,2021-06-01,30000.0,32.0,1.0
2981,Halo Infinite,2021-01-01,First-Person Shooter,3985655.0,3510800.0,0.880858980518886,237,47,,2021-11-01,11000.0,8.0,8.0
2982,Halo Infinite,2021-01-01,First-Person Shooter,3985655.0,3510800.0,0.880858980518886,237,47,,2021-12-01,440000.0,165.0,3.0
2983,Halo Infinite,2021-01-01,First-Person Shooter,3985655.0,3510800.0,0.880858980518886,237,47,,2022-02-01,153550.0,76.0,4.0
2984,Halo Infinite,2021-01-01,First-Person Shooter,3985655.0,3510800.0,0.880858980518886,237,47,,2022-03-01,207600.0,57.0,8.0
2985,Halo Infinite,2021-01-01,First-Person Shooter,3985655.0,3510800.0,0.880858980518886,237,47,,2022-04-01,75000.0,24.0,1.0
2986,Halo Infinite,2021-01-01,First-Person Shooter,3985655.0,3510800.0,0.880858980518886,237,47,,2022-05-01,355200.0,71.0,1.0
2987,Halo Infinite,2021-01-01,First-Person Shooter,3985655.0,3510800.0,0.880858980518886,237,47,,2022-06-01,205.0,3.0,1.0
2988,Halo Infinite,2021-01-01,First-Person Shooter,3985655.0,3510800.0,0.880858980518886,237,47,,2022-07-01,150000.0,14.0,2.0
2989,Halo Infinite,2021-01-01,First-Person Shooter,3985655.0,3510800.0,0.880858980518886,237,47,,2022-08-01,125000.0,48.0,1.0
2990,Halo Infinite,2021-01-01,First-Person Shooter,3985655.0,3510800.0,0.880858980518886,237,47,,2022-09-01,430600.0,94.0,3.0
2991,Halo Infinite,2021-01-01,First-Person Shooter,3985655.0,3510800.0,0.880858980518886,237,47,,2022-10-01,1000000.0,64.0,1.0
2992,Halo Infinite,2021-01-01,First-Person Shooter,3985655.0,3510800.0,0.880858980518886,237,47,,2023-01-01,50000.0,32.0,2.0
2993,Halo Infinite,2021-01-01,First-Person Shooter,3985655.0,3510800.0,0.880858980518886,237,47,,2023-02-01,252000.0,64.0,2.0
2994,Halo Infinite,2021-01-01,First-Person Shooter,3985655.0,3510800.0,0.880858980518886,237,47,,2023-03-01,7000.0,32.0,4.0
2995,Halo Infinite,2021-01-01,First-Person Shooter,3985655.0,3510800.0,0.880858980518886,237,47,,2023-04-01,3500.0,24.0,3.0
2996,Halo Infinite,2021-01-01,First-Person Shooter,3985655.0,3510800.0,0.880858980518886,237,47,,2023-06-01,125000.0,64.0,1.0
2997,Halo Infinite,2021-01-01,First-Person Shooter,3985655.0,3510800.0,0.880858980518886,237,47,,2023-07-01,250000.0,60.0,1.0
2998,Halo Infinite,2021-01-01,First-Person Shooter,3985655.0,3510800.0,0.880858980518886,237,47,,2023-08-01,125000.0,63.0,1.0
2999,Halo Infinite,2021-01-01,First-Person Shooter,3985655.0,3510800.0,0.880858980518886,237,47,,2023-09-01,250000.0,64.0,1.0
3000,Halo: Combat Evolved,2001-01-01,First-Person Shooter,299281.0,299281.0,1.0,118,39,,2002-11-01,5000.0,21.0,2.0
3001,Halo: Combat Evolved,2001-01-01,First-Person Shooter,299281.0,299281.0,1.0,118,39,,2003-03-01,12500.0,0.0,1.0
3002,Halo: Combat Evolved,2001-01-01,First-Person Shooter,299281.0,299281.0,1.0,118,39,,2003-04-01,14950.0,32.0,5.0
3003,Halo: Combat Evolved,2001-01-01,First-Person Shooter,299281.0,299281.0,1.0,118,39,,2003-10-01,40700.0,14.0,3.0
3004,Halo: Combat Evolved,2001-01-01,First-Person Shooter,299281.0,299281.0,1.0,118,39,,2003-11-01,9000.0,32.0,2.0
3005,Halo: Combat Evolved,2001-01-01,First-Person Shooter,299281.0,299281.0,1.0,118,39,,2003-12-01,30000.0,16.0,1.0
3006,Halo: Combat Evolved,2001-01-01,First-Person Shooter,299281.0,299281.0,1.0,118,39,,2004-02-01,13500.0,20.0,3.0
3007,Halo: Combat Evolved,2001-01-01,First-Person Shooter,299281.0,299281.0,1.0,118,39,,2004-03-01,825.0,8.0,2.0
3008,Halo: Combat Evolved,2001-01-01,First-Person Shooter,299281.0,299281.0,1.0,118,39,,2004-04-01,20235.0,41.0,5.0
3009,Halo: Combat Evolved,2001-01-01,First-Person Shooter,299281.0,299281.0,1.0,118,39,,2004-08-01,60448.0,14.0,4.0
3010,Halo: Combat Evolved,2001-01-01,First-Person Shooter,299281.0,299281.0,1.0,118,39,,2004-09-01,20448.0,9.0,5.0
3011,Halo: Combat Evolved,2001-01-01,First-Person Shooter,299281.0,299281.0,1.0,118,39,,2004-10-01,68000.0,21.0,3.0
3012,Halo: Combat Evolved,2001-01-01,First-Person Shooter,299281.0,299281.0,1.0,118,39,,2005-07-01,3675.0,11.0,3.0
