,Game,ReleaseDate,Genre,TotalEarnings,OfflineEarnings,PercentOffline,TotalPlayers,TotalTournaments,Country,Date,Earnings,Players,Tournaments
7183,Ultimate Marvel vs. Capcom 3,2011-01-01,Fighting Game,174179.59,172052.24,0.98778645649585,209,187,,2022-08-01,372.14,4.0,1.0
7184,Ultimate Marvel vs. Capcom 3,2011-01-01,Fighting Game,174179.59,172052.24,0.98778645649585,209,187,,2022-10-01,430.0,3.0,1.0
7185,Ultimate Marvel vs. Capcom 3,2011-01-01,Fighting Game,174179.59,172052.24,0.98778645649585,209,187,,2022-11-01,1500.0,4.0,1.0
7186,Ultimate Marvel vs. Capcom 3,2011-01-01,Fighting Game,174179.59,172052.24,0.98778645649585,209,187,,2023-08-01,25000.0,8.0,1.0
7187,Ultimate Mortal Kombat 3,1995-01-01,Fighting Game,150.0,150.0,1.0,6,2,,2011-01-01,0.0,3.0,1.0
7188,Ultimate Mortal Kombat 3,1995-01-01,Fighting Game,150.0,150.0,1.0,6,2,,2015-05-01,150.0,3.0,1.0
7189,Ultra Fight Da! Kyanta 2,2019-01-01,Fighting Game,320.0,320.0,1.0,3,1,,2019-08-01,320.0,3.0,1.0
7190,Ultra Street Fighter IV,2014-01-01,Fighting Game,818394.62,818354.62,0.99995112382337,242,233,,2014-03-01,0.0,8.0,1.0
7191,Ultra Street Fighter IV,2014-01-01,Fighting Game,818394.62,818354.62,0.99995112382337,242,233,,2014-06-01,26131.8,42.0,15.0
7192,Ultra Street Fighter IV,2014-01-01,Fighting Game,818394.62,818354.62,0.99995112382337,242,233,,2014-07-01,36082.68,39.0,13.0
7193,Ultra Street Fighter IV,2014-01-01,Fighting Game,818394.62,818354.62,0.99995112382337,242,233,,2014-08-01,4929.35,27.0,12.0
7194,Ultra Street Fighter IV,2014-01-01,Fighting Game,818394.62,818354.62,0.99995112382337,242,233,,2014-09-01,8880.2,19.0,10.0
7195,Ultra Street Fighter IV,2014-01-01,Fighting Game,818394.62,818354.62,0.99995112382337,242,233,,2014-10-01,4400.0,18.0,14.0
7196,Ultra Street Fighter IV,2014-01-01,Fighting Game,818394.62,818354.62,0.99995112382337,242,233,,2014-11-01,16760.31,19.0,8.0
7197,Ultra Street Fighter IV,2014-01-01,Fighting Game,818394.62,818354.62,0.99995112382337,242,233,,2014-12-01,65447.45,20.0,6.0
7198,Ultra Street Fighter IV,2014-01-01,Fighting Game,818394.62,818354.62,0.99995112382337,242,233,,2015-01-01,2319.71,11.0,5.0
7199,Ultra Street Fighter IV,2014-01-01,Fighting Game,818394.62,818354.62,0.99995112382337,242,233,,2015-02-01,9480.4,20.0,8.0
7200,Ultra Street Fighter IV,2014-01-01,Fighting Game,818394.62,818354.62,0.99995112382337,242,233,,2015-03-01,37883.36,46.0,11.0
7201,Ultra Street Fighter IV,2014-01-01,Fighting Game,818394.62,818354.62,0.99995112382337,242,233,,2015-04-01,58897.58,45.0,11.0
7202,Ultra Street Fighter IV,2014-01-01,Fighting Game,818394.62,818354.62,0.99995112382337,242,233,,2015-05-01,21073.77,33.0,12.0
7203,Ultra Street Fighter IV,2014-01-01,Fighting Game,818394.62,818354.62,0.99995112382337,242,233,,2015-06-01,44334.97,27.0,12.0
7204,Ultra Street Fighter IV,2014-01-01,Fighting Game,818394.62,818354.62,0.99995112382337,242,233,,2015-07-01,72870.0,11.0,7.0
7205,Ultra Street Fighter IV,2014-01-01,Fighting Game,818394.62,818354.62,0.99995112382337,242,233,,2015-08-01,13308.22,27.0,13.0
7206,Ultra Street Fighter IV,2014-01-01,Fighting Game,818394.62,818354.62,0.99995112382337,242,233,,2015-09-01,37845.0,36.0,13.0
7207,Ultra Street Fighter IV,2014-01-01,Fighting Game,818394.62,818354.62,0.99995112382337,242,233,,2015-10-01,33993.69,31.0,10.0
7208,Ultra Street Fighter IV,2014-01-01,Fighting Game,818394.62,818354.62,0.99995112382337,242,233,,2015-11-01,55020.44,33.0,11.0
7209,Ultra Street Fighter IV,2014-01-01,Fighting Game,818394.62,818354.62,0.99995112382337,242,233,,2015-12-01,255551.5,20.0,10.0
7210,Ultra Street Fighter IV,2014-01-01,Fighting Game,818394.62,818354.62,0.99995112382337,242,233,,2016-01-01,2180.0,15.0,5.0
7211,Ultra Street Fighter IV,2014-01-01,Fighting Game,818394.62,818354.62,0.99995112382337,242,233,,2016-02-01,160.0,3.0,1.0
7212,Ultra Street Fighter IV,2014-01-01,Fighting Game,818394.62,818354.62,0.99995112382337,242,233,,2016-03-01,3020.0,8.0,3.0
7213,Ultra Street Fighter IV,2014-01-01,Fighting Game,818394.62,818354.62,0.99995112382337,242,233,,2016-04-01,420.0,3.0,1.0
7214,Ultra Street Fighter IV,2014-01-01,Fighting Game,818394.62,818354.62,0.99995112382337,242,233,,2016-05-01,1546.61,18.0,4.0
7215,Ultra Street Fighter IV,2014-01-01,Fighting Game,818394.62,818354.62,0.99995112382337,242,233,,2016-06-01,1220.0,8.0,1.0
7216,Ultra Street Fighter IV,2014-01-01,Fighting Game,818394.62,818354.62,0.99995112382337,242,233,,2017-01-01,280.0,3.0,1.0
7217,Ultra Street Fighter IV,2014-01-01,Fighting Game,818394.62,818354.62,0.99995112382337,242,233,,2017-10-01,250.0,3.0,1.0
7218,Ultra Street Fighter IV,2014-01-01,Fighting Game,818394.62,818354.62,0.99995112382337,242,233,,2017-12-01,290.0,3.0,1.0
7219,Ultra Street Fighter IV,2014-01-01,Fighting Game,818394.62,818354.62,0.99995112382337,242,233,,2018-01-01,400.0,3.0,1.0
7220,Ultra Street Fighter IV,2014-01-01,Fighting Game,818394.62,818354.62,0.99995112382337,242,233,,2018-05-01,170.81,4.0,1.0
7221,Ultra Street Fighter IV,2014-01-01,Fighting Game,818394.62,818354.62,0.99995112382337,242,233,,2018-12-01,110.0,3.0,1.0
7222,Ultra Street Fighter IV,2014-01-01,Fighting Game,818394.62,818354.62,0.99995112382337,242,233,,2019-03-01,610.0,3.0,1.0
7223,Ultra Street Fighter IV,2014-01-01,Fighting Game,818394.62,818354.62,0.99995112382337,242,233,,2019-07-01,615.61,6.0,2.0
7224,Ultra Street Fighter IV,2014-01-01,Fighting Game,818394.62,818354.62,0.99995112382337,242,233,,2019-09-01,160.0,3.0,1.0
7225,Ultra Street Fighter IV,2014-01-01,Fighting Game,818394.62,818354.62,0.99995112382337,242,233,,2019-10-01,320.0,3.0,1.0
7226,Ultra Street Fighter IV,2014-01-01,Fighting Game,818394.62,818354.62,0.99995112382337,242,233,,2020-06-01,40.0,6.0,2.0
7227,Ultra Street Fighter IV,2014-01-01,Fighting Game,818394.62,818354.62,0.99995112382337,242,233,,2021-09-01,250.0,3.0,1.0
7228,Ultra Street Fighter IV,2014-01-01,Fighting Game,818394.62,818354.62,0.99995112382337,242,233,,2022-08-01,941.16,8.0,1.0
7229,Ultra Street Fighter IV,2014-01-01,Fighting Game,818394.62,818354.62,0.99995112382337,242,233,,2022-10-01,200.0,2.0,1.0
7230,Umineko: Golden Fantasia,2010-01-01,Fighting Game,190.0,90.0,0.473684210526316,9,3,,2019-08-01,90.0,3.0,1.0
7231,Umineko: Golden Fantasia,2010-01-01,Fighting Game,190.0,90.0,0.473684210526316,9,3,,2020-06-01,50.0,3.0,1.0
7232,Umineko: Golden Fantasia,2010-01-01,Fighting Game,190.0,90.0,0.473684210526316,9,3,,2021-02-01,50.0,3.0,1.0
7233,Under Night In-Birth EXE: Late,2014-01-01,Fighting Game,6025.76,6025.76,1.0,52,23,,2014-08-01,195.0,6.0,2.0
7234,Under Night In-Birth EXE: Late,2014-01-01,Fighting Game,6025.76,6025.76,1.0,52,23,,2014-09-01,105.0,4.0,2.0
7235,Under Night In-Birth EXE: Late,2014-01-01,Fighting Game,6025.76,6025.76,1.0,52,23,,2014-10-01,20.0,11.0,2.0
7236,Under Night In-Birth EXE: Late,2014-01-01,Fighting Game,6025.76,6025.76,1.0,52,23,,2015-02-01,240.0,3.0,1.0
7237,Under Night In-Birth EXE: Late,2014-01-01,Fighting Game,6025.76,6025.76,1.0,52,23,,2015-03-01,0.0,8.0,1.0
7238,Under Night In-Birth EXE: Late,2014-01-01,Fighting Game,6025.76,6025.76,1.0,52,23,,2015-04-01,0.0,12.0,2.0
7239,Under Night In-Birth EXE: Late,2014-01-01,Fighting Game,6025.76,6025.76,1.0,52,23,,2015-05-01,640.0,8.0,1.0
7240,Under Night In-Birth EXE: Late,2014-01-01,Fighting Game,6025.76,6025.76,1.0,52,23,,2015-08-01,280.0,3.0,1.0
7241,Under Night In-Birth EXE: Late,2014-01-01,Fighting Game,6025.76,6025.76,1.0,52,23,,2015-10-01,230.0,3.0,1.0
7242,Under Night In-Birth EXE: Late,2014-01-01,Fighting Game,6025.76,6025.76,1.0,52,23,,2015-11-01,305.76,3.0,1.0
7243,Under Night In-Birth EXE: Late,2014-01-01,Fighting Game,6025.76,6025.76,1.0,52,23,,2016-01-01,360.0,3.0,1.0
7244,Under Night In-Birth EXE: Late,2014-01-01,Fighting Game,6025.76,6025.76,1.0,52,23,,2016-02-01,1270.0,3.0,1.0
7245,Under Night In-Birth EXE: Late,2014-01-01,Fighting Game,6025.76,6025.76,1.0,52,23,,2016-03-01,330.0,6.0,2.0
7246,Under Night In-Birth EXE: Late,2014-01-01,Fighting Game,6025.76,6025.76,1.0,52,23,,2016-05-01,400.0,6.0,2.0
7247,Under Night In-Birth EXE: Late,2014-01-01,Fighting Game,6025.76,6025.76,1.0,52,23,,2016-10-01,690.0,8.0,1.0
7248,Under Night In-Birth EXE: Late,2014-01-01,Fighting Game,6025.76,6025.76,1.0,52,23,,2017-01-01,210.0,3.0,1.0
7249,Under Night In-Birth EXE: Late,2014-01-01,Fighting Game,6025.76,6025.76,1.0,52,23,,2017-02-01,750.0,4.0,1.0
7250,Under Night In-Birth EXE: Late[st],2015-01-01,Fighting Game,54583.33,54583.33,1.0,109,40,,2017-08-01,540.0,6.0,2.0
7251,Under Night In-Birth EXE: Late[st],2015-01-01,Fighting Game,54583.33,54583.33,1.0,109,40,,2017-09-01,2970.0,15.0,3.0
7252,Under Night In-Birth EXE: Late[st],2015-01-01,Fighting Game,54583.33,54583.33,1.0,109,40,,2017-10-01,280.0,6.0,2.0
7253,Under Night In-Birth EXE: Late[st],2015-01-01,Fighting Game,54583.33,54583.33,1.0,109,40,,2017-12-01,500.0,3.0,1.0
7254,Under Night In-Birth EXE: Late[st],2015-01-01,Fighting Game,54583.33,54583.33,1.0,109,40,,2018-01-01,790.0,8.0,1.0
7255,Under Night In-Birth EXE: Late[st],2015-01-01,Fighting Game,54583.33,54583.33,1.0,109,40,,2018-04-01,2720.0,8.0,1.0
7256,Under Night In-Birth EXE: Late[st],2015-01-01,Fighting Game,54583.33,54583.33,1.0,109,40,,2018-05-01,1962.94,11.0,2.0
7257,Under Night In-Birth EXE: Late[st],2015-01-01,Fighting Game,54583.33,54583.33,1.0,109,40,,2018-08-01,1050.0,3.0,1.0
7258,Under Night In-Birth EXE: Late[st],2015-01-01,Fighting Game,54583.33,54583.33,1.0,109,40,,2018-09-01,3030.0,11.0,2.0
7259,Under Night In-Birth EXE: Late[st],2015-01-01,Fighting Game,54583.33,54583.33,1.0,109,40,,2018-11-01,1430.0,8.0,1.0
7260,Under Night In-Birth EXE: Late[st],2015-01-01,Fighting Game,54583.33,54583.33,1.0,109,40,,2018-12-01,663.33,7.0,2.0
7261,Under Night In-Birth EXE: Late[st],2015-01-01,Fighting Game,54583.33,54583.33,1.0,109,40,,2019-01-01,1770.0,8.0,1.0
7262,Under Night In-Birth EXE: Late[st],2015-01-01,Fighting Game,54583.33,54583.33,1.0,109,40,,2019-02-01,2740.0,8.0,1.0
7263,Under Night In-Birth EXE: Late[st],2015-01-01,Fighting Game,54583.33,54583.33,1.0,109,40,,2019-03-01,860.0,3.0,1.0
7264,Under Night In-Birth EXE: Late[st],2015-01-01,Fighting Game,54583.33,54583.33,1.0,109,40,,2019-05-01,5945.12,12.0,2.0
7265,Under Night In-Birth EXE: Late[st],2015-01-01,Fighting Game,54583.33,54583.33,1.0,109,40,,2019-06-01,2013.06,11.0,2.0
7266,Under Night In-Birth EXE: Late[st],2015-01-01,Fighting Game,54583.33,54583.33,1.0,109,40,,2019-07-01,1138.82,14.0,3.0
7267,Under Night In-Birth EXE: Late[st],2015-01-01,Fighting Game,54583.33,54583.33,1.0,109,40,,2019-08-01,12132.59,17.0,3.0
7268,Under Night In-Birth EXE: Late[st],2015-01-01,Fighting Game,54583.33,54583.33,1.0,109,40,,2019-09-01,2760.0,8.0,1.0
7269,Under Night In-Birth EXE: Late[st],2015-01-01,Fighting Game,54583.33,54583.33,1.0,109,40,,2019-10-01,2960.0,11.0,2.0
7270,Under Night In-Birth EXE: Late[st],2015-01-01,Fighting Game,54583.33,54583.33,1.0,109,40,,2019-11-01,110.58,3.0,1.0
7271,Under Night In-Birth EXE: Late[st],2015-01-01,Fighting Game,54583.33,54583.33,1.0,109,40,,2019-12-01,180.0,3.0,1.0
7272,Under Night In-Birth EXE: Late[st],2015-01-01,Fighting Game,54583.33,54583.33,1.0,109,40,,2020-01-01,2200.0,8.0,1.0
7273,Under Night In-Birth EXE: Late[st],2015-01-01,Fighting Game,54583.33,54583.33,1.0,109,40,,2020-02-01,3836.89,15.0,3.0
7274,Under Night In-Birth Exe:Late[cl-r],2020-01-01,Fighting Game,6337.01,5707.25,0.900621902127344,38,9,,2020-02-01,1000.0,4.0,1.0
7275,Under Night In-Birth Exe:Late[cl-r],2020-01-01,Fighting Game,6337.01,5707.25,0.900621902127344,38,9,,2020-06-01,50.0,3.0,1.0
7276,Under Night In-Birth Exe:Late[cl-r],2020-01-01,Fighting Game,6337.01,5707.25,0.900621902127344,38,9,,2020-10-01,58.0,3.0,1.0
7277,Under Night In-Birth Exe:Late[cl-r],2020-01-01,Fighting Game,6337.01,5707.25,0.900621902127344,38,9,,2021-01-01,521.76,12.0,1.0
7278,Under Night In-Birth Exe:Late[cl-r],2020-01-01,Fighting Game,6337.01,5707.25,0.900621902127344,38,9,,2021-10-01,601.37,4.0,1.0
7279,Under Night In-Birth Exe:Late[cl-r],2020-01-01,Fighting Game,6337.01,5707.25,0.900621902127344,38,9,,2021-11-01,2390.0,8.0,1.0
7280,Under Night In-Birth Exe:Late[cl-r],2020-01-01,Fighting Game,6337.01,5707.25,0.900621902127344,38,9,,2022-04-01,235.88,3.0,1.0
7281,Under Night In-Birth Exe:Late[cl-r],2020-01-01,Fighting Game,6337.01,5707.25,0.900621902127344,38,9,,2022-09-01,1480.0,10.0,2.0
7282,Vampire Savior,1997-01-01,Fighting Game,16642.38,15495.17,0.931066950760648,37,22,,2016-05-01,460.0,3.0,1.0
7283,Vampire Savior,1997-01-01,Fighting Game,16642.38,15495.17,0.931066950760648,37,22,,2016-10-01,458.74,6.0,2.0
7284,Vampire Savior,1997-01-01,Fighting Game,16642.38,15495.17,0.931066950760648,37,22,,2017-01-01,390.0,3.0,1.0
7285,Vampire Savior,1997-01-01,Fighting Game,16642.38,15495.17,0.931066950760648,37,22,,2017-05-01,910.0,8.0,1.0
7286,Vampire Savior,1997-01-01,Fighting Game,16642.38,15495.17,0.931066950760648,37,22,,2017-08-01,530.0,3.0,1.0
7287,Vampire Savior,1997-01-01,Fighting Game,16642.38,15495.17,0.931066950760648,37,22,,2017-12-01,200.0,3.0,1.0
7288,Vampire Savior,1997-01-01,Fighting Game,16642.38,15495.17,0.931066950760648,37,22,,2018-01-01,440.0,3.0,1.0
7289,Vampire Savior,1997-01-01,Fighting Game,16642.38,15495.17,0.931066950760648,37,22,,2018-05-01,1370.0,8.0,1.0
7290,Vampire Savior,1997-01-01,Fighting Game,16642.38,15495.17,0.931066950760648,37,22,,2018-09-01,250.0,3.0,1.0
7291,Vampire Savior,1997-01-01,Fighting Game,16642.38,15495.17,0.931066950760648,37,22,,2018-10-01,110.0,3.0,1.0
7292,Vampire Savior,1997-01-01,Fighting Game,16642.38,15495.17,0.931066950760648,37,22,,2019-01-01,710.0,3.0,1.0
7293,Vampire Savior,1997-01-01,Fighting Game,16642.38,15495.17,0.931066950760648,37,22,,2019-05-01,1020.0,8.0,1.0
7294,Vampire Savior,1997-01-01,Fighting Game,16642.38,15495.17,0.931066950760648,37,22,,2019-08-01,590.0,3.0,1.0
7295,Vampire Savior,1997-01-01,Fighting Game,16642.38,15495.17,0.931066950760648,37,22,,2019-10-01,280.0,3.0,1.0
7296,Vampire Savior,1997-01-01,Fighting Game,16642.38,15495.17,0.931066950760648,37,22,,2019-12-01,80.0,1.0,1.0
7297,Vampire Savior,1997-01-01,Fighting Game,16642.38,15495.17,0.931066950760648,37,22,,2020-01-01,520.0,3.0,1.0
7298,Vampire Savior,1997-01-01,Fighting Game,16642.38,15495.17,0.931066950760648,37,22,,2020-06-01,30.0,3.0,1.0
7299,Vampire Savior,1997-01-01,Fighting Game,16642.38,15495.17,0.931066950760648,37,22,,2020-08-01,1117.21,6.0,2.0
7300,Vampire Savior,1997-01-01,Fighting Game,16642.38,15495.17,0.931066950760648,37,22,,2022-09-01,7000.0,8.0,1.0
7301,Vampire Savior,1997-01-01,Fighting Game,16642.38,15495.17,0.931066950760648,37,22,,2022-10-01,176.43,3.0,1.0
7302,Virtua Fighter 4: Evolution,2002-01-01,Fighting Game,0.0,0.0,0.906896378859052,6,3,,2003-08-01,0.0,3.0,1.0
7303,Virtua Fighter 4: Evolution,2002-01-01,Fighting Game,0.0,0.0,0.906896378859052,6,3,,2004-08-01,0.0,3.0,1.0
7304,Virtua Fighter 5,2007-01-01,Fighting Game,39830.0,39830.0,1.0,14,7,,2007-08-01,10250.0,8.0,1.0
7305,Virtua Fighter 5,2007-01-01,Fighting Game,39830.0,39830.0,1.0,14,7,,2008-11-01,17500.0,3.0,1.0
7306,Virtua Fighter 5,2007-01-01,Fighting Game,39830.0,39830.0,1.0,14,7,,2009-11-01,12000.0,3.0,1.0
7307,Virtua Fighter 5,2007-01-01,Fighting Game,39830.0,39830.0,1.0,14,7,,2019-02-01,80.0,1.0,1.0
7308,Virtua Fighter 5 Final Showdown,2010-01-01,Fighting Game,573.77,573.77,1.0,28,6,,2014-03-01,0.0,16.0,2.0
7309,Virtua Fighter 5 Final Showdown,2010-01-01,Fighting Game,573.77,573.77,1.0,28,6,,2015-11-01,145.23,3.0,1.0
7310,Virtua Fighter 5 Final Showdown,2010-01-01,Fighting Game,573.77,573.77,1.0,28,6,,2016-05-01,268.54,7.0,2.0
7311,Virtua Fighter 5 Final Showdown,2010-01-01,Fighting Game,573.77,573.77,1.0,28,6,,2019-10-01,160.0,4.0,1.0
7312,Virtua Fighter 5: Ultimate Showdown,2021-01-01,Fighting Game,1870.0,870.0,0.46524064171123,14,3,,2019-07-01,1000.0,5.0,1.0
7313,Virtua Fighter 5: Ultimate Showdown,2021-01-01,Fighting Game,1870.0,870.0,0.46524064171123,14,3,,2021-07-01,1000.0,8.0,1.0
7314,Virtua Fighter 5: Ultimate Showdown,2021-01-01,Fighting Game,1870.0,870.0,0.46524064171123,14,3,,2021-08-01,870.0,3.0,1.0
7315,Windjammers 2,2022-01-01,Fighting Game,1056.07,1056.07,1.0,3,56,,2022-05-01,1056.07,3.0,56.0
7316,WWE 2K20,2019-01-01,Fighting Game,50000.0,0.0,0.0,20,2,,2019-10-01,50000.0,20.0,2.0
7317,Asphalt 4,2008-01-01,Racing,29500.0,29500.0,1.0,5,2,,2008-11-01,17500.0,3.0,1.0
7318,Asphalt 4,2008-01-01,Racing,29500.0,29500.0,1.0,5,2,,2009-11-01,12000.0,3.0,1.0
7319,Asphalt 9: Legends,2018-01-01,Racing,51520.0,51520.0,1.0,5,2,,2019-08-01,19620.0,3.0,1.0
7320,Asphalt 9: Legends,2018-01-01,Racing,51520.0,51520.0,1.0,5,2,,2019-09-01,31900.0,4.0,1.0
7321,Assetto Corsa,2014-01-01,Racing,964348.2,656130.85,0.680387903456449,298,129,,2018-10-01,15000.0,8.0,1.0
7322,Assetto Corsa,2014-01-01,Racing,964348.2,656130.85,0.680387903456449,298,129,,2019-03-01,666.0,3.0,1.0
7323,Assetto Corsa,2014-01-01,Racing,964348.2,656130.85,0.680387903456449,298,129,,2019-05-01,9664.0,4.0,2.0
7324,Assetto Corsa,2014-01-01,Racing,964348.2,656130.85,0.680387903456449,298,129,,2019-06-01,27904.0,19.0,3.0
7325,Assetto Corsa,2014-01-01,Racing,964348.2,656130.85,0.680387903456449,298,129,,2019-07-01,9509.6,4.0,2.0
7326,Assetto Corsa,2014-01-01,Racing,964348.2,656130.85,0.680387903456449,298,129,,2019-08-01,9797.5,5.0,2.0
7327,Assetto Corsa,2014-01-01,Racing,964348.2,656130.85,0.680387903456449,298,129,,2019-09-01,33722.8,18.0,4.0
7328,Assetto Corsa,2014-01-01,Racing,964348.2,656130.85,0.680387903456449,298,129,,2019-10-01,536.8,4.0,3.0
7329,Assetto Corsa,2014-01-01,Racing,964348.2,656130.85,0.680387903456449,298,129,,2019-11-01,9027.0,3.0,3.0
7330,Assetto Corsa,2014-01-01,Racing,964348.2,656130.85,0.680387903456449,298,129,,2019-12-01,9086.4,3.0,1.0
7331,Assetto Corsa,2014-01-01,Racing,964348.2,656130.85,0.680387903456449,298,129,,2020-01-01,30996.0,1.0,1.0
7332,Assetto Corsa,2014-01-01,Racing,964348.2,656130.85,0.680387903456449,298,129,,2020-03-01,306.1,14.0,8.0
7333,Assetto Corsa,2014-01-01,Racing,964348.2,656130.85,0.680387903456449,298,129,,2020-04-01,83.11,10.0,3.0
7334,Assetto Corsa,2014-01-01,Racing,964348.2,656130.85,0.680387903456449,298,129,,2020-06-01,8776.8,20.0,2.0
7335,Assetto Corsa,2014-01-01,Racing,964348.2,656130.85,0.680387903456449,298,129,,2020-07-01,11465.2,30.0,3.0
7336,Assetto Corsa,2014-01-01,Racing,964348.2,656130.85,0.680387903456449,298,129,,2020-08-01,9108.0,20.0,2.0
7337,Assetto Corsa,2014-01-01,Racing,964348.2,656130.85,0.680387903456449,298,129,,2020-09-01,8942.4,20.0,2.0
7338,Assetto Corsa,2014-01-01,Racing,964348.2,656130.85,0.680387903456449,298,129,,2020-10-01,137691.6,61.0,4.0
7339,Assetto Corsa,2014-01-01,Racing,964348.2,656130.85,0.680387903456449,298,129,,2020-11-01,27960.2,31.0,5.0
7340,Assetto Corsa,2014-01-01,Racing,964348.2,656130.85,0.680387903456449,298,129,,2020-12-01,305.0,5.0,1.0
7341,Assetto Corsa,2014-01-01,Racing,964348.2,656130.85,0.680387903456449,298,129,,2021-01-01,176.9,5.0,1.0
7342,Assetto Corsa,2014-01-01,Racing,964348.2,656130.85,0.680387903456449,298,129,,2021-02-01,777.55,8.0,2.0
7343,Assetto Corsa,2014-01-01,Racing,964348.2,656130.85,0.680387903456449,298,129,,2021-03-01,175.45,5.0,1.0
7344,Assetto Corsa,2014-01-01,Racing,964348.2,656130.85,0.680387903456449,298,129,,2021-04-01,999.7,12.0,3.0
7345,Assetto Corsa,2014-01-01,Racing,964348.2,656130.85,0.680387903456449,298,129,,2021-05-01,180290.75,62.0,6.0
7346,Assetto Corsa,2014-01-01,Racing,964348.2,656130.85,0.680387903456449,298,129,,2021-06-01,9918.65,31.0,5.0
7347,Assetto Corsa,2014-01-01,Racing,964348.2,656130.85,0.680387903456449,298,129,,2021-07-01,9761.0,34.0,4.0
7348,Assetto Corsa,2014-01-01,Racing,964348.2,656130.85,0.680387903456449,298,129,,2021-08-01,9414.05,27.0,4.0
7349,Assetto Corsa,2014-01-01,Racing,964348.2,656130.85,0.680387903456449,298,129,,2021-09-01,9977.2,30.0,4.0
7350,Assetto Corsa,2014-01-01,Racing,964348.2,656130.85,0.680387903456449,298,129,,2021-10-01,10014.05,29.0,5.0
7351,Assetto Corsa,2014-01-01,Racing,964348.2,656130.85,0.680387903456449,298,129,,2021-11-01,11332.05,27.0,5.0
7352,Assetto Corsa,2014-01-01,Racing,964348.2,656130.85,0.680387903456449,298,129,,2021-12-01,31199.09,34.0,7.0
7353,Assetto Corsa,2014-01-01,Racing,964348.2,656130.85,0.680387903456449,298,129,,2022-01-01,510.0,17.0,1.0
7354,Assetto Corsa,2014-01-01,Racing,964348.2,656130.85,0.680387903456449,298,129,,2022-03-01,25505.5,37.0,10.0
7355,Assetto Corsa,2014-01-01,Racing,964348.2,656130.85,0.680387903456449,298,129,,2022-04-01,12599.75,20.0,2.0
7356,Assetto Corsa,2014-01-01,Racing,964348.2,656130.85,0.680387903456449,298,129,,2022-05-01,12599.75,20.0,2.0
7357,Assetto Corsa,2014-01-01,Racing,964348.2,656130.85,0.680387903456449,298,129,,2022-06-01,12905.75,25.0,3.0
7358,Assetto Corsa,2014-01-01,Racing,964348.2,656130.85,0.680387903456449,298,129,,2022-07-01,133874.0,49.0,3.0
7359,Assetto Corsa,2014-01-01,Racing,964348.2,656130.85,0.680387903456449,298,129,,2022-08-01,12641.0,20.0,2.0
7360,Assetto Corsa,2014-01-01,Racing,964348.2,656130.85,0.680387903456449,298,129,,2022-09-01,12668.5,20.0,2.0
7361,Assetto Corsa,2014-01-01,Racing,964348.2,656130.85,0.680387903456449,298,129,,2022-10-01,12668.5,20.0,2.0
7362,Assetto Corsa,2014-01-01,Racing,964348.2,656130.85,0.680387903456449,298,129,,2022-11-01,67343.5,25.0,4.0
7363,Assetto Corsa,2014-01-01,Racing,964348.2,656130.85,0.680387903456449,298,129,,2022-12-01,26447.0,20.0,2.0
7364,Assetto Corsa Competizione,2018-01-01,Racing,535914.8,340767.5,0.63586133467484,470,55,,2020-04-01,708.0,2.0,1.0
7365,Assetto Corsa Competizione,2018-01-01,Racing,535914.8,340767.5,0.63586133467484,470,55,,2020-05-01,236.0,2.0,2.0
7366,Assetto Corsa Competizione,2018-01-01,Racing,535914.8,340767.5,0.63586133467484,470,55,,2020-06-01,236.0,4.0,2.0
7367,Assetto Corsa Competizione,2018-01-01,Racing,535914.8,340767.5,0.63586133467484,470,55,,2020-07-01,235.0,2.0,2.0
7368,Assetto Corsa Competizione,2018-01-01,Racing,535914.8,340767.5,0.63586133467484,470,55,,2020-08-01,234.0,2.0,2.0
7369,Assetto Corsa Competizione,2018-01-01,Racing,535914.8,340767.5,0.63586133467484,470,55,,2020-09-01,3689.0,8.0,4.0
7370,Assetto Corsa Competizione,2018-01-01,Racing,535914.8,340767.5,0.63586133467484,470,55,,2021-04-01,30250.0,6.0,1.0
7371,Assetto Corsa Competizione,2018-01-01,Racing,535914.8,340767.5,0.63586133467484,470,55,,2021-06-01,29583.0,9.0,2.0
7372,Assetto Corsa Competizione,2018-01-01,Racing,535914.8,340767.5,0.63586133467484,470,55,,2021-07-01,29250.0,6.0,1.0
7373,Assetto Corsa Competizione,2018-01-01,Racing,535914.8,340767.5,0.63586133467484,470,55,,2021-09-01,44410.0,48.0,6.0
7374,Assetto Corsa Competizione,2018-01-01,Racing,535914.8,340767.5,0.63586133467484,470,55,,2021-10-01,68787.1,163.0,6.0
7375,Assetto Corsa Competizione,2018-01-01,Racing,535914.8,340767.5,0.63586133467484,470,55,,2021-11-01,60295.0,40.0,4.0
7376,Assetto Corsa Competizione,2018-01-01,Racing,535914.8,340767.5,0.63586133467484,470,55,,2021-12-01,400.0,6.0,1.0
7377,Assetto Corsa Competizione,2018-01-01,Racing,535914.8,340767.5,0.63586133467484,470,55,,2022-01-01,17006.0,86.0,1.0
7378,Assetto Corsa Competizione,2018-01-01,Racing,535914.8,340767.5,0.63586133467484,470,55,,2022-03-01,318.0,16.0,2.0
7379,Assetto Corsa Competizione,2018-01-01,Racing,535914.8,340767.5,0.63586133467484,470,55,,2022-04-01,29580.0,10.0,1.0
