Unnamed: 0,Game,ReleaseDate,Genre,TotalEarnings,OfflineEarnings,PercentOffline,TotalPlayers,TotalTournaments,Country,Date,Earnings,Players,Tournaments
4154,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,United States of America,2019-06-01,1917702.02,482.0,27.0
4155,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,United States of America,2019-07-01,319167.75,166.0,12.0
4156,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,United States of America,2019-08-01,34460762.14,422.0,28.0
4157,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,United States of America,2019-09-01,416160.29,348.0,35.0
4158,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,United States of America,2019-10-01,860345.5,236.0,14.0
4159,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,United States of America,2019-11-01,1566187.63,306.0,20.0
4160,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,United States of America,2019-12-01,804986.0,263.0,20.0
4161,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,United States of America,2020-01-01,1419035.6,216.0,9.0
4162,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,United States of America,2020-02-01,358087.0,65.0,4.0
4163,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,United States of America,2020-03-01,908184.48,233.0,18.0
4164,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,United States of America,2020-04-01,623956.0,345.0,20.0
4165,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,United States of America,2020-05-01,1155794.17,381.0,24.0
4166,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,United States of America,2020-06-01,967509.21,329.0,16.0
4167,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,United States of America,2020-07-01,680258.0,234.0,8.0
4168,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,United States of America,2020-08-01,245444.74,222.0,11.0
4169,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,United States of America,2020-09-01,1083618.14,366.0,15.0
4170,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,United States of America,2020-10-01,267634.1,202.0,7.0
4171,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,United States of America,2020-11-01,1190619.5,470.0,28.0
4172,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,United States of America,2020-12-01,1226435.53,355.0,14.0
4173,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,United States of America,2021-01-01,72130.86,134.0,6.0
4174,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,United States of America,2021-02-01,1450000.0,376.0,11.0
4175,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,United States of America,2021-03-01,502955.16,288.0,11.0
4176,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,United States of America,2021-04-01,676000.0,130.0,6.0
4177,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,United States of America,2021-05-01,1751352.54,518.0,15.0
4178,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,United States of America,2021-06-01,1114244.41,212.0,7.0
4179,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,United States of America,2021-07-01,103420.52,50.0,3.0
4180,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,United States of America,2021-08-01,742189.66,292.0,10.0
4181,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,United States of America,2021-09-01,659186.6,289.0,8.0
4182,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,United States of America,2021-10-01,40138651.26,217.0,5.0
4183,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,United States of America,2021-11-01,308192.31,325.0,12.0
4184,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,United States of America,2021-12-01,443741.05,181.0,6.0
4185,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,United States of America,2022-01-01,2005000.0,483.0,17.0
4186,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,United States of America,2022-02-01,801000.0,217.0,9.0
4187,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,United States of America,2022-03-01,492309.4,342.0,10.0
4188,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,United States of America,2022-04-01,1466720.59,483.0,15.0
4189,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,United States of America,2022-05-01,901378.2,290.0,10.0
4190,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,United States of America,2022-06-01,98657.58,163.0,4.0
4191,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,United States of America,2022-07-01,6110050.0,490.0,20.0
4192,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,United States of America,2022-08-01,1278151.53,363.0,12.0
4193,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,United States of America,2022-09-01,49349.96,99.0,4.0
4194,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,United States of America,2022-10-01,19138016.32,324.0,9.0
4195,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,United States of America,2022-11-01,245809.94,179.0,5.0
4196,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,United States of America,2022-12-01,367745.0,271.0,10.0
4197,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,United States of America,2023-01-01,1187750.0,416.0,13.0
4198,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,United States of America,2023-02-01,876100.0,394.0,13.0
4199,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,United States of America,2023-03-01,573806.19,269.0,9.0
4200,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,United States of America,2023-04-01,2780538.1,475.0,18.0
4201,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,United States of America,2023-05-01,594524.15,121.0,7.0
4202,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,United States of America,2023-06-01,2804448.08,484.0,18.0
4203,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,United States of America,2023-07-01,15719537.21,200.0,7.0
4204,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,United States of America,2023-08-01,71651.6,126.0,5.0
4205,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,United States of America,2023-09-01,1441000.0,187.0,6.0
4206,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,United States of America,2023-10-01,50000.0,57.0,2.0
4371,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2010-09-01,522.72,16.0,4.0
4372,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2010-10-01,11390.48,39.0,7.0
4373,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2010-11-01,8227.69,37.0,6.0
4374,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2010-12-01,7801.75,44.0,6.0
4375,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2011-01-01,1336.51,19.0,6.0
4376,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2011-02-01,1228.59,21.0,5.0
4377,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2011-03-01,15161.82,34.0,10.0
4378,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2011-04-01,2701.33,29.0,11.0
4379,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2011-05-01,3379.14,42.0,13.0
4380,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2011-06-01,108729.23,83.0,11.0
4381,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2011-07-01,17377.19,82.0,16.0
4382,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2011-08-01,71735.86,78.0,18.0
4383,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2011-09-01,14012.82,87.0,17.0
4384,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2011-10-01,141491.47,155.0,24.0
4385,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2011-11-01,93753.57,94.0,19.0
4386,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2011-12-01,57086.98,112.0,22.0
4387,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2012-01-01,53334.98,117.0,22.0
4388,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2012-02-01,42541.43,114.0,22.0
4389,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2012-03-01,127157.99,127.0,25.0
4390,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2012-04-01,121742.9,188.0,36.0
4391,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2012-05-01,228878.36,233.0,34.0
4392,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2012-06-01,196210.72,188.0,38.0
4393,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2012-07-01,94428.41,206.0,47.0
4394,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2012-08-01,299717.44,193.0,37.0
4395,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2012-09-01,373092.61,280.0,49.0
4396,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2012-10-01,2142991.87,189.0,22.0
4397,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2012-11-01,369777.98,315.0,29.0
4398,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2012-12-01,237414.41,217.0,30.0
4399,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2013-01-01,79274.02,118.0,25.0
4400,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2013-02-01,374412.5,234.0,32.0
4401,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2013-03-01,326372.21,211.0,30.0
4402,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2013-04-01,390650.2,203.0,26.0
4403,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2013-05-01,58834.46,111.0,20.0
4404,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2013-06-01,797837.71,320.0,38.0
4405,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2013-07-01,267542.39,207.0,26.0
4406,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2013-08-01,664897.38,361.0,37.0
4407,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2013-09-01,204747.85,158.0,31.0
4408,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2013-10-01,2200058.98,288.0,30.0
4409,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2013-11-01,481318.32,278.0,32.0
4410,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2013-12-01,394954.63,376.0,48.0
4411,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2014-01-01,751350.46,395.0,32.0
4412,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2014-02-01,96041.67,199.0,31.0
4413,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2014-03-01,355749.99,352.0,37.0
4414,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2014-04-01,818168.14,420.0,40.0
4415,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2014-05-01,684830.67,335.0,33.0
4416,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2014-06-01,445935.18,411.0,45.0
4417,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2014-07-01,293935.88,275.0,39.0
4418,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2014-08-01,1084737.72,434.0,37.0
4419,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2014-09-01,325720.89,242.0,33.0
4420,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2014-10-01,2339483.02,232.0,30.0
4421,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2014-11-01,385511.53,323.0,36.0
4422,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2014-12-01,486705.84,427.0,36.0
4423,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2015-01-01,162819.01,215.0,20.0
4424,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2015-02-01,113808.53,151.0,20.0
4425,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2015-03-01,437666.18,371.0,32.0
4426,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2015-04-01,1349012.57,679.0,44.0
4427,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2015-05-01,563512.99,317.0,32.0
4428,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2015-06-01,95878.76,147.0,25.0
4429,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2015-07-01,505875.44,438.0,29.0
4430,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2015-08-01,1334844.31,658.0,31.0
4431,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2015-09-01,98555.35,112.0,10.0
4432,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2015-10-01,2187887.97,321.0,25.0
4433,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2015-11-01,426937.66,336.0,26.0
4434,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2015-12-01,442312.76,309.0,17.0
4435,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2016-01-01,50025.02,40.0,5.0
4436,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2016-02-01,239015.61,174.0,9.0
4437,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2016-03-01,299620.13,395.0,23.0
4438,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2016-04-01,1459231.04,561.0,24.0
4439,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2016-05-01,517405.11,145.0,11.0
4440,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2016-06-01,32467.96,101.0,7.0
4441,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2016-07-01,250137.61,352.0,23.0
4442,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2016-08-01,1496842.81,518.0,23.0
4443,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2016-09-01,25015.83,49.0,7.0
4444,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2016-10-01,5144753.33,212.0,13.0
4445,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2016-11-01,715492.4,381.0,21.0
4446,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2016-12-01,289025.16,227.0,16.0
4447,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2017-01-01,83853.59,63.0,7.0
4448,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2017-02-01,183747.37,133.0,9.0
4449,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2017-03-01,216050.36,247.0,15.0
4450,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2017-04-01,1871132.21,681.0,28.0
4451,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2017-05-01,1807274.76,214.0,10.0
4452,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2017-06-01,207260.6,123.0,7.0
4453,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2017-07-01,369124.31,417.0,18.0
4454,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2017-08-01,801587.34,524.0,26.0
4455,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2017-09-01,1210049.55,310.0,17.0
4456,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2017-10-01,23050.87,153.0,12.0
4457,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2017-11-01,5156675.89,423.0,22.0
4458,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2017-12-01,332063.58,353.0,22.0
4459,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2018-01-01,197560.6,80.0,9.0
4460,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2018-02-01,112339.52,141.0,12.0
4461,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2018-03-01,536655.58,333.0,22.0
4462,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2018-04-01,1985731.38,665.0,27.0
4463,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2018-05-01,1503802.19,206.0,8.0
4464,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2018-06-01,178369.02,262.0,15.0
4465,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2018-07-01,516346.85,408.0,16.0
4466,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2018-08-01,460269.27,342.0,18.0
4467,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2018-09-01,1991541.98,762.0,20.0
4468,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2018-10-01,142122.31,318.0,15.0
4469,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2018-11-01,6680982.54,362.0,15.0
4470,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2018-12-01,383063.25,344.0,17.0
4471,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2019-01-01,160589.23,146.0,7.0
4472,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2019-02-01,113635.6,100.0,7.0
4473,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2019-03-01,227523.37,411.0,18.0
4474,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2019-04-01,2237317.84,959.0,39.0
4475,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2019-05-01,1289300.93,310.0,18.0
4476,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2019-06-01,167210.44,350.0,21.0
4477,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2019-07-01,247608.22,310.0,16.0
4478,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2019-08-01,944489.3,643.0,27.0
4479,League of Legends,2009-01-01,Multiplayer Online Battle Arena,105011055.56,90815673.41,0.864820117517158,9211,2895,"Korea, Republic of",2019-09-01,1442973.29,590.0,23.0
